,subject,trial,rt,choice,item_value_0,item_value_1,item_value_2,gaze_0,gaze_1,gaze_2,n_items,dataset
9289,86,95,7010.0,2.0,2.35,2.6500000000000004,2.35,0.232419547079857,0.2359952324195471,0.531585220500596,3,folke2016
9291,86,97,2811.0,2.0,3.4,3.85,5.5,0.2128603104212861,0.28824833702882485,0.4988913525498891,3,folke2016
9293,86,99,2951.0,2.0,2.05,1.6,2.05,0.1829733163913596,0.3718763235916984,0.445150360016942,3,folke2016
9295,86,101,2945.0,0.0,4.6,2.05,3.7,0.4227956989247312,0.20301075268817206,0.3741935483870968,3,folke2016
9297,86,103,3427.0,1.0,2.5,2.5,2.2,0.1495980426424327,0.6945124082488641,0.15588954910870326,3,folke2016
9299,86,105,2755.0,2.0,2.35,2.5,2.2,0.19165085388994307,0.20018975332068312,0.6081593927893738,3,folke2016
9301,86,107,2814.0,1.0,2.8,4.0,4.0,0.24007060900264784,0.4351279788172992,0.324801412180053,3,folke2016
9303,86,109,3168.0,2.0,4.0,3.4,3.7,0.1625693893735131,0.3473433782712133,0.4900872323552736,3,folke2016
9305,86,111,6561.0,2.0,3.55,5.95,5.5,0.2609457092819615,0.47810858143607704,0.2609457092819615,3,folke2016
9307,86,113,2417.0,2.0,1.45,2.35,4.15,0.21766561514195584,0.3354363827549948,0.4468980021030494,3,folke2016
9309,86,115,2291.0,2.0,2.2,2.5,4.0,0.2292397660818713,0.2888888888888889,0.4818713450292398,3,folke2016
9311,86,117,3757.0,0.0,2.35,2.35,2.5,0.28213472177025706,0.15229417507321835,0.5655711031565246,3,folke2016
9313,86,119,2572.0,1.0,2.05,2.5,1.3,0.2706172839506173,0.4469135802469136,0.28246913580246913,3,folke2016
9315,86,121,3395.0,0.0,3.4,2.35,2.2,0.5115005476451261,0.185469149324571,0.30303030303030304,3,folke2016
9317,86,123,2942.0,0.0,4.0,3.1,2.35,0.35943775100401604,0.4108433734939759,0.2297188755020081,3,folke2016
9319,86,125,6212.0,0.0,3.55,2.8,2.5,0.19301046656022708,0.5518893028206493,0.2551002306191236,3,folke2016
9321,86,127,2573.0,0.0,3.4,2.2,2.5,0.4463840399002494,0.31022443890274315,0.2433915211970075,3,folke2016
9323,86,129,8122.0,2.0,3.7,2.6500000000000004,2.8,0.16249288560045533,0.2009106431417189,0.6365964712578258,3,folke2016
9325,86,131,3321.0,0.0,2.2,3.4,2.2,0.4054457292055204,0.3528534129056322,0.24170085788884746,3,folke2016
9327,86,133,3480.0,2.0,2.2,1.9,2.35,0.3664011585807386,0.25343953656770457,0.3801593048515569,3,folke2016
9329,86,135,4181.0,2.0,2.35,2.2,2.35,0.13556485355648534,0.18075313807531385,0.6836820083682008,3,folke2016
9331,86,137,2853.0,1.0,2.2,2.5,1.9,0.17657342657342656,0.4466783216783217,0.3767482517482518,3,folke2016
9333,86,139,2899.0,1.0,2.35,3.85,2.2,0.425531914893617,0.35475466782457665,0.21971341728180635,3,folke2016
9335,86,141,3491.0,2.0,2.5,2.8,4.0,0.15314365999297505,0.3449244819107833,0.5019318580962416,3,folke2016
9338,87,1,5136.0,0.0,7.0,6.1,4.75,0.6526794742163802,0.1718907987866532,0.17542972699696666,3,folke2016
9340,87,3,11311.0,1.0,4.300000000000002,6.4,4.75,0.18382677861246133,0.5978789217852408,0.21829429960229785,3,folke2016
9342,87,5,19958.0,1.0,7.15,5.2,4.6,0.358666339789164,0.2840156901201275,0.3573179700907085,3,folke2016
9344,87,7,8627.0,2.0,3.55,3.55,4.300000000000002,0.2716194391425635,0.328879753340185,0.3995008075172515,3,folke2016
9346,87,9,5916.0,1.0,3.7,6.1,4.300000000000002,0.4215432418436044,0.4303469704816157,0.14810978767477992,3,folke2016
9348,87,11,15189.0,1.0,3.55,7.4499999999999975,7.0,0.17354446577095328,0.5092770313499679,0.3171785028790787,3,folke2016
9350,87,13,7259.0,1.0,3.85,7.0,3.85,0.2327069172331068,0.4186325469812075,0.3486605357856857,3,folke2016
9352,87,15,10580.0,0.0,4.300000000000002,4.15,3.7,0.476681332495286,0.3636706473915776,0.1596480201131364,3,folke2016
9354,87,17,4963.0,2.0,5.35,4.449999999999998,10.0,0.2354925775978408,0.2968960863697706,0.4676113360323887,3,folke2016
9356,87,19,6282.0,1.0,5.2,5.2,4.300000000000002,0.24716786817713696,0.4780638516992791,0.27476828012358395,3,folke2016
9358,87,21,6650.0,0.0,7.0,3.55,2.95,0.5857433808553971,0.16211812627291242,0.25213849287169043,3,folke2016
9360,87,23,12996.0,2.0,3.85,4.15,4.75,0.19077212806026364,0.2992467043314501,0.5099811676082863,3,folke2016
9362,87,25,7109.0,0.0,4.300000000000002,2.95,4.0,0.35270215359609913,0.3827712312068265,0.2645266151970744,3,folke2016
9364,87,27,6050.0,0.0,4.300000000000002,3.4,3.7,0.37983818062541,0.5012027115678985,0.11895910780669144,3,folke2016
9366,87,29,13625.0,1.0,7.3000000000000025,7.3000000000000025,7.899999999999999,0.5424627479659933,0.3140140780692934,0.14352317396471342,3,folke2016
9368,87,31,9002.0,1.0,3.1,3.55,4.6,0.3829133374308543,0.4665027658266749,0.1505838967424708,3,folke2016
9370,87,33,4456.0,2.0,4.0,6.6999999999999975,7.3000000000000025,0.5622343655130541,0.15846994535519127,0.27929568913175473,3,folke2016
9372,87,35,8771.0,2.0,7.0,5.35,6.5500000000000025,0.3993808049535604,0.07374050098508303,0.5268786940613566,3,folke2016
9374,87,37,7008.0,1.0,7.899999999999999,7.0,4.300000000000002,0.1919079435783222,0.5137342242019303,0.2943578322197476,3,folke2016
9376,87,39,13034.0,0.0,4.6,3.85,3.7,0.4017248295226635,0.3447653429602888,0.25350982751704776,3,folke2016
9378,87,41,4984.0,1.0,4.9,7.0,5.05,0.3260135135135135,0.4679054054054054,0.20608108108108109,3,folke2016
9380,87,43,6583.0,2.0,3.1,3.4,4.75,0.3620151582701739,0.2844404814979938,0.3535443602318324,3,folke2016
9382,87,45,7827.0,2.0,3.85,5.35,7.0,0.19439366240097505,0.3562868169815153,0.4493195206175096,3,folke2016
9384,87,47,6165.0,0.0,4.15,3.85,4.300000000000002,0.36536833192209994,0.26545300592718035,0.3691786621507197,3,folke2016
9386,87,49,3942.0,1.0,5.2,4.75,6.6999999999999975,0.35062893081761004,0.42138364779874216,0.2279874213836478,3,folke2016
9388,87,51,5779.0,0.0,4.300000000000002,3.55,3.55,0.3846540880503145,0.3260377358490566,0.2893081761006289,3,folke2016
9390,87,53,12037.0,1.0,3.7,4.300000000000002,3.4,0.4170023319906721,0.4988340046639814,0.08416366334534661,3,folke2016
9392,87,55,5768.0,0.0,7.0,3.85,5.35,0.5265423242467718,0.2874222859875657,0.1860353897656624,3,folke2016
9394,87,57,8515.0,2.0,10.0,7.4499999999999975,7.6,0.09985401459854017,0.4251094890510949,0.475036496350365,3,folke2016
9396,87,59,10687.0,2.0,7.0,3.25,7.6,0.6110447047573512,0.06335166148697108,0.3256036337556777,3,folke2016
9398,87,61,6573.0,2.0,5.05,4.15,3.7,0.2398570527643473,0.3783897414336767,0.381753205801976,3,folke2016
9400,87,63,2756.0,2.0,6.1,5.35,6.6999999999999975,0.33709273182957394,0.2706766917293233,0.3922305764411028,3,folke2016
9402,87,65,3571.0,1.0,4.300000000000002,4.15,3.85,0.3409669211195929,0.4173027989821883,0.2417302798982188,3,folke2016
9404,87,67,5372.0,2.0,4.300000000000002,5.2,5.2,0.24271598682543705,0.4575627058525462,0.29972130732201674,3,folke2016
9406,87,69,4761.0,2.0,7.899999999999999,7.3000000000000025,7.3000000000000025,0.3151943462897526,0.2558303886925795,0.4289752650176679,3,folke2016
9408,87,71,2903.0,1.0,3.7,7.75,4.0,0.24236453201970445,0.5142857142857142,0.2433497536945813,3,folke2016
9410,87,73,4495.0,2.0,5.35,2.95,4.15,0.2799610263072426,0.3838908736602793,0.3361481000324781,3,folke2016
9412,87,75,9486.0,0.0,7.0,7.0,4.75,0.3728573269751256,0.4119087511277226,0.21523392189715168,3,folke2016
9414,87,77,4011.0,1.0,4.75,7.0,6.1,0.3873239436619718,0.3549295774647888,0.2577464788732394,3,folke2016
9416,87,79,3962.0,0.0,7.3000000000000025,4.0,6.6999999999999975,0.41596638655462187,0.346218487394958,0.23781512605042016,3,folke2016
9418,87,81,2745.0,0.0,6.6999999999999975,4.75,4.6,0.26912181303116145,0.4730878186968839,0.2577903682719547,3,folke2016
9420,87,83,3913.0,2.0,5.05,4.9,7.0,0.1991701244813278,0.31051175656984786,0.4903181189488243,3,folke2016
9422,87,85,5620.0,0.0,7.0,3.55,7.4499999999999975,0.4403916768665851,0.3970624235006121,0.16254589963280294,3,folke2016
9424,87,87,5243.0,0.0,4.6,3.1,3.55,0.4950789654383154,0.2664225223163195,0.2384985122453651,3,folke2016
9426,87,89,8312.0,2.0,3.55,3.85,4.15,0.3670992752401821,0.21709084780043825,0.41580987695937977,3,folke2016
9428,87,91,3003.0,1.0,4.9,4.15,3.4,0.3204945316214931,0.3856395625297194,0.2938659058487875,3,folke2016
9430,87,93,3633.0,2.0,4.6,7.15,4.6,0.4327155519742144,0.18775181305398872,0.37953263497179696,3,folke2016
9432,87,95,2717.0,1.0,6.1,4.300000000000002,3.55,0.2358974358974359,0.5673659673659673,0.19673659673659674,3,folke2016
9434,87,97,5339.0,0.0,3.85,3.25,3.4,0.3527037933817595,0.3890234059725585,0.258272800645682,3,folke2016
9436,87,99,8695.0,0.0,6.4,7.0,6.1,0.4766051660516605,0.3690036900369004,0.15439114391143913,3,folke2016
9438,87,101,3187.0,2.0,3.4,4.9,4.15,0.2083668543845535,0.584875301689461,0.2067578439259855,3,folke2016
9440,87,103,5597.0,2.0,3.85,3.7,4.6,0.3356009070294785,0.2267573696145125,0.4376417233560091,3,folke2016
9442,87,105,3893.0,1.0,5.35,6.5500000000000025,7.0,0.2584837545126354,0.4223826714801444,0.3191335740072202,3,folke2016
9444,87,107,2434.0,2.0,6.1,4.75,7.0,0.27787934186471663,0.2577696526508227,0.4643510054844607,3,folke2016
9446,87,109,2406.0,2.0,3.55,6.1,4.300000000000002,0.26181818181818184,0.30327272727272725,0.4349090909090909,3,folke2016
9448,87,111,3068.0,0.0,7.6,10.0,7.4499999999999975,0.394990366088632,0.2658959537572254,0.33911368015414256,3,folke2016
9450,87,113,4121.0,0.0,7.3000000000000025,7.899999999999999,7.3000000000000025,0.3724751797329682,0.37076343717904825,0.2567613830879836,3,folke2016
9452,87,115,5118.0,0.0,6.4,4.75,4.300000000000002,0.3707165109034268,0.2978193146417445,0.3314641744548287,3,folke2016
9454,87,117,2530.0,2.0,4.0,6.1,6.5500000000000025,0.3072916666666667,0.2278645833333333,0.46484375,3,folke2016
9456,87,119,5649.0,2.0,3.7,4.449999999999998,4.300000000000002,0.6081319976428993,0.2504419563936358,0.14142604596346495,3,folke2016
9458,87,121,3231.0,1.0,4.6,6.6999999999999975,4.75,0.2811634349030471,0.4404432132963989,0.278393351800554,3,folke2016
9460,87,123,2815.0,0.0,7.0,4.300000000000002,7.899999999999999,0.3548387096774194,0.2853598014888337,0.3598014888337469,3,folke2016
9462,87,125,3051.0,0.0,7.6,7.0,3.25,0.2768192048012003,0.5701425356339085,0.15303825956489125,3,folke2016
9464,87,127,3069.0,2.0,2.95,4.0,4.300000000000002,0.480327868852459,0.16147540983606554,0.3581967213114754,3,folke2016
9466,87,129,2781.0,1.0,3.55,4.300000000000002,3.55,0.19588550983899825,0.4785330948121646,0.32558139534883723,3,folke2016
9468,87,131,4673.0,2.0,3.4,3.7,4.300000000000002,0.2539509536784741,0.3433242506811989,0.40272479564032704,3,folke2016
9470,87,133,1898.0,0.0,7.0,4.300000000000002,3.7,0.4327628361858191,0.3031784841075795,0.26405867970660146,3,folke2016
9472,87,135,4580.0,1.0,5.2,4.6,7.15,0.29844961240310075,0.3016795865633075,0.3998708010335917,3,folke2016
9474,87,137,3342.0,0.0,6.6999999999999975,6.1,5.35,0.4622905027932961,0.38826815642458096,0.1494413407821229,3,folke2016
9476,87,139,6777.0,0.0,7.4499999999999975,7.0,3.55,0.3565967457361301,0.5398941384042345,0.10350911585963536,3,folke2016
9478,87,141,3894.0,1.0,2.95,4.15,4.0,0.3033917256802087,0.4364517331345509,0.2601565411852404,3,folke2016
9480,87,143,2835.0,0.0,7.0,5.05,4.9,0.5296912114014252,0.2494061757719715,0.2209026128266033,3,folke2016
9482,88,1,9990.0,2.0,1.75,1.9,3.85,0.32323996971990915,0.27428715619480193,0.4024728740852889,3,folke2016
9484,88,3,13770.0,0.0,1.9,2.05,2.05,0.4611358024691358,0.3575308641975309,0.18133333333333326,3,folke2016
9486,88,5,8534.0,2.0,1.75,2.05,2.05,0.3596059113300493,0.2774014778325123,0.3629926108374385,3,folke2016
9488,88,7,12926.0,2.0,1.75,3.25,4.0,0.20278753058836047,0.28896691137355035,0.5082455580380891,3,folke2016
9490,88,9,4380.0,2.0,1.0,2.2,3.55,0.39382482671707625,0.3068683049779458,0.29930686830497794,3,folke2016
9492,88,11,10631.0,1.0,2.6500000000000004,8.05,4.449999999999998,0.10537334263782276,0.5740869969760409,0.3205396603861363,3,folke2016
9494,88,13,5071.0,2.0,1.9,1.75,4.0,0.2822146006859383,0.4884860362567369,0.22929936305732485,3,folke2016
9496,88,15,9797.0,2.0,3.85,3.25,4.0,0.3812553529915576,0.3117582283127371,0.30698641869570537,3,folke2016
9498,88,17,10477.0,2.0,1.9,2.05,2.35,0.18532466050439347,0.17459774049982882,0.6400775989957777,3,folke2016
9500,88,19,9722.0,2.0,2.2,3.7,4.0,0.4844783715012722,0.3099236641221374,0.20559796437659034,3,folke2016
9502,88,21,10221.0,0.0,1.75,1.6,1.75,0.4506545820745216,0.3031218529707956,0.2462235649546828,3,folke2016
9504,88,23,3445.0,2.0,2.8,2.2,7.6,0.2555720653789004,0.23551263001485884,0.5089153046062407,3,folke2016
9506,88,25,6406.0,0.0,7.899999999999999,2.35,2.5,0.4984472049689441,0.2732919254658385,0.2282608695652173,3,folke2016
9508,88,27,8844.0,0.0,2.05,2.35,1.75,0.572498090145149,0.2713521772345302,0.15614973262032086,3,folke2016
9510,88,29,4820.0,0.0,5.95,1.75,2.6500000000000004,0.3609671848013817,0.4438687392055268,0.19516407599309155,3,folke2016
9512,88,31,5483.0,2.0,2.05,2.95,4.0,0.14183414183414186,0.4689304689304689,0.3892353892353893,3,folke2016
9514,88,33,11670.0,1.0,2.05,2.8,1.75,0.4658110666947191,0.3824952661476962,0.15169366715758467,3,folke2016
9516,88,35,7131.0,1.0,1.75,7.0,3.55,0.5048231511254019,0.35619864237227583,0.13897820650232226,3,folke2016
9518,88,37,10917.0,1.0,4.0,4.449999999999998,1.75,0.4425102084676553,0.4915108532129809,0.06597893831936386,3,folke2016
9520,88,39,2815.0,2.0,3.25,4.0,8.5,0.35443037974683544,0.24971231300345226,0.3958573072497123,3,folke2016
9522,88,41,18364.0,2.0,3.55,2.6500000000000004,2.35,0.24413083619097864,0.30387760485360066,0.4519915589554208,3,folke2016
9524,88,43,3625.0,0.0,5.8,2.5,2.95,0.4538587848932677,0.32348111658456485,0.22266009852216748,3,folke2016
9526,88,45,7795.0,0.0,2.05,2.35,2.05,0.4578538102643857,0.3405909797822706,0.2015552099533437,3,folke2016
9528,88,47,4731.0,2.0,1.0,1.6,3.1,0.29703504043126683,0.3676549865229111,0.3353099730458221,3,folke2016
9530,88,49,4228.0,2.0,2.35,2.2,4.75,0.3550747693286669,0.19217308304168,0.4527521476296532,3,folke2016
9532,88,51,5120.0,1.0,1.9,3.85,1.75,0.31464833421470123,0.5060814383923851,0.1792702273929138,3,folke2016
9534,88,53,3235.0,0.0,8.05,4.449999999999998,2.6500000000000004,0.5421403371226969,0.26656213249706,0.19129753038024305,3,folke2016
9536,88,55,7628.0,2.0,3.1,4.300000000000002,4.0,0.08629364232352492,0.4583015703613356,0.4554047873151395,3,folke2016
9538,88,57,9621.0,0.0,4.449999999999998,1.75,4.0,0.5681389203473008,0.07474518686296716,0.35711589278973205,3,folke2016
9540,88,59,3202.0,2.0,2.5,2.2,3.85,0.274079874706343,0.29444009397024273,0.4314800313234142,3,folke2016
9542,88,61,7672.0,0.0,2.05,2.05,1.9,0.4972749793559042,0.28307184145334435,0.21965317919075145,3,folke2016
9544,88,63,8600.0,2.0,1.3,2.05,3.25,0.17414395527603074,0.30468204053109715,0.5211740041928721,3,folke2016
9546,88,65,3892.0,1.0,2.2,3.55,1.0,0.3671497584541063,0.31608005521049,0.3167701863354037,3,folke2016
9548,88,67,3933.0,1.0,1.3,2.2,1.0,0.4496124031007752,0.3697337377822717,0.18065385911695314,3,folke2016
9550,88,69,2596.0,1.0,4.0,8.5,3.25,0.29186351706036745,0.4782152230971128,0.2299212598425197,3,folke2016
9552,88,71,3444.0,2.0,2.5,2.95,5.8,0.4076005961251863,0.21907600596125187,0.3733233979135617,3,folke2016
9554,88,73,4117.0,0.0,4.75,3.55,3.1,0.6099249855741489,0.21350259665320254,0.1765724177726486,3,folke2016
9556,88,75,5274.0,0.0,3.55,2.6500000000000004,2.8,0.4411487758945386,0.4326741996233522,0.12617702448210924,3,folke2016
9558,88,77,3156.0,0.0,5.95,3.25,4.0,0.5511201629327902,0.2370672097759674,0.2118126272912424,3,folke2016
9560,88,79,2771.0,2.0,1.75,2.05,4.300000000000002,0.3809073724007561,0.21833648393194707,0.4007561436672968,3,folke2016
9562,88,81,9642.0,2.0,1.6,1.75,1.75,0.2795547414400451,0.3139354656897281,0.4065097928702269,3,folke2016
9564,88,83,3236.0,1.0,2.2,7.6,2.8,0.3310014727540501,0.5047864506627393,0.1642120765832106,3,folke2016
9566,88,85,3013.0,0.0,7.0,3.55,1.75,0.5548089038219236,0.25535489290214197,0.18983620327593448,3,folke2016
9568,88,87,5243.0,0.0,7.6,2.6500000000000004,7.0,0.5574827662886369,0.10540360240160107,0.3371136313097621,3,folke2016
9570,88,89,4595.0,1.0,3.25,4.0,1.75,0.3349473084591285,0.4833380803189974,0.1817146112218741,3,folke2016
9572,88,91,5572.0,1.0,3.7,4.0,2.2,0.4212147887323944,0.47403169014084495,0.10475352112676056,3,folke2016
9574,88,93,5213.0,1.0,2.35,2.2,2.2,0.2638179284718997,0.4914073385973061,0.24477473293079424,3,folke2016
9576,88,95,3534.0,1.0,2.95,5.8,2.5,0.19636902556502409,0.6331974805483512,0.17043349388662468,3,folke2016
9578,88,97,5242.0,2.0,2.35,1.0,2.2,0.4268884268884269,0.14275814275814275,0.4303534303534304,3,folke2016
9580,88,99,2801.0,1.0,2.2,4.75,2.35,0.2269443263918402,0.6030599235019124,0.16999575010624735,3,folke2016
9582,88,101,3665.0,2.0,4.300000000000002,2.35,8.05,0.376672384219554,0.3197255574614065,0.3036020583190395,3,folke2016
9584,88,103,6206.0,0.0,2.35,3.55,2.6500000000000004,0.4065105200476379,0.4430329495831679,0.15045653036919412,3,folke2016
9586,88,105,3248.0,0.0,4.0,2.05,2.95,0.584,0.2048,0.2112,3,folke2016
9588,88,107,4719.0,0.0,3.85,1.75,1.9,0.4859565447800742,0.27450980392156865,0.2395336512983572,3,folke2016
9590,88,109,3293.0,0.0,4.0,2.2,3.7,0.4689349112426036,0.13609467455621302,0.39497041420118345,3,folke2016
9592,88,111,9087.0,1.0,4.300000000000002,4.0,3.1,0.5520594193112761,0.3909520594193113,0.05698852126941256,3,folke2016
9594,88,113,2722.0,2.0,2.6500000000000004,7.0,7.6,0.25305688463583204,0.3072833599149389,0.4396597554492291,3,folke2016
9596,88,115,2666.0,0.0,3.55,1.0,2.2,0.4813695871097684,0.2739174219536757,0.2447129909365559,3,folke2016
9598,88,117,8184.0,2.0,2.6500000000000004,2.8,3.55,0.2854172854172854,0.4490644490644491,0.2655182655182655,3,folke2016
9600,88,119,4728.0,0.0,2.05,1.75,2.05,0.5657574939238456,0.3002970564407237,0.13394544963543073,3,folke2016
9602,88,121,2415.0,0.0,8.5,3.25,4.0,0.5600907029478458,0.22789115646258504,0.2120181405895692,3,folke2016
9604,88,123,2876.0,1.0,2.6500000000000004,5.95,1.75,0.262746899402848,0.5112540192926045,0.22599908130454754,3,folke2016
9606,88,125,4461.0,0.0,4.0,1.9,1.75,0.42359882005899707,0.2896755162241888,0.2867256637168142,3,folke2016
9608,88,127,5292.0,2.0,2.05,1.0,2.2,0.3572963935992357,0.3386673035586339,0.3040363028421304,3,folke2016
9610,88,129,3642.0,1.0,2.2,2.05,1.0,0.3848946986201888,0.4277414669571532,0.18736383442265794,3,folke2016
9612,88,131,3044.0,0.0,3.1,1.0,1.6,0.5572201414898044,0.20973782771535585,0.2330420307948398,3,folke2016
9614,88,133,5979.0,0.0,4.0,1.75,3.25,0.40114235500878737,0.3633567662565905,0.2355008787346221,3,folke2016
9616,88,135,7289.0,1.0,1.75,1.75,1.6,0.2030192608016658,0.5606454971369078,0.23633524206142634,3,folke2016
9618,88,137,2748.0,0.0,7.6,2.8,2.2,0.5297741273100616,0.21252566735112932,0.25770020533880905,3,folke2016
9620,88,139,3107.0,0.0,2.2,1.0,1.3,0.3961389961389961,0.21698841698841692,0.3868725868725869,3,folke2016
9622,88,141,3669.0,1.0,2.2,3.85,2.5,0.3942069939950548,0.4079830448604733,0.1978099611444719,3,folke2016
9624,88,143,3477.0,1.0,4.0,3.85,3.25,0.3891369047619048,0.4241071428571429,0.1867559523809524,3,folke2016
9626,89,1,10702.0,2.0,6.1,6.5500000000000025,6.25,0.3735339676919672,0.3429962381057756,0.28346979420225715,3,folke2016
9628,89,3,4033.0,2.0,4.0,4.0,5.5,0.2904376012965965,0.2619124797406807,0.4476499189627228,3,folke2016
9630,89,5,2956.0,0.0,8.649999999999999,7.0,7.0,0.6462646264626463,0.17371737173717372,0.18001800180018002,3,folke2016
9632,89,7,4725.0,0.0,7.0,6.1,4.0,0.4568101814243163,0.37259680476577306,0.17059301380991065,3,folke2016
9634,89,9,2943.0,2.0,4.0,4.0,8.649999999999999,0.2235393734123624,0.18289585097375105,0.5935647756138865,3,folke2016
9636,89,11,15843.0,2.0,4.0,4.0,4.0,0.3911245427071735,0.25115317321456976,0.35772228407825674,3,folke2016
9638,89,13,6381.0,1.0,4.0,4.0,8.649999999999999,0.2813870067756078,0.4292546831406935,0.2893583100836987,3,folke2016
9640,89,15,4000.0,0.0,5.05,7.0,4.0,0.5672738894215404,0.25439437519974434,0.17833173537871524,3,folke2016
9642,89,17,14791.0,2.0,4.0,4.9,4.0,0.45751742449386,0.17192167275141054,0.3705609027547295,3,folke2016
9644,89,19,15625.0,2.0,5.65,4.0,8.5,0.07123244685023927,0.4214324939201381,0.5073350592296226,3,folke2016
9646,89,21,4534.0,0.0,7.4499999999999975,7.0,8.5,0.3265543288785589,0.2335851249273678,0.4398605461940732,3,folke2016
9648,89,23,7069.0,0.0,4.0,4.0,4.0,0.6206896551724138,0.16387845681119834,0.21543188801638785,3,folke2016
9650,89,25,8522.0,2.0,8.649999999999999,6.4,5.65,0.3648419864559819,0.4901241534988714,0.14503386004514673,3,folke2016
9652,89,27,7169.0,2.0,7.0,8.5,4.0,0.2058269065981148,0.44798628963153386,0.3461868037703513,3,folke2016
9654,89,29,4274.0,1.0,7.0,8.5,7.0,0.2755417956656347,0.5139318885448917,0.21052631578947367,3,folke2016
9656,89,31,7607.0,1.0,4.0,4.0,4.9,0.0782538399353274,0.6443007275666937,0.277445432497979,3,folke2016
9658,89,33,7504.0,0.0,4.0,4.9,7.0,0.4367533955162821,0.20585828833251515,0.3573883161512028,3,folke2016
9660,89,35,2415.0,2.0,4.0,4.0,4.0,0.2328693790149893,0.24197002141327625,0.5251605995717344,3,folke2016
9662,89,37,6687.0,2.0,8.5,8.5,5.65,0.5552646343744155,0.16757060033663734,0.2771647652889471,3,folke2016
9664,89,39,8996.0,0.0,4.0,4.0,4.0,0.5031214528944381,0.4378547105561861,0.05902383654937572,3,folke2016
9666,89,41,10868.0,2.0,7.0,7.0,7.0,0.3515089663216212,0.33240997229916897,0.31608106137920977,3,folke2016
9668,89,43,4092.0,0.0,7.4499999999999975,4.0,8.5,0.2770630687166614,0.4455600878569188,0.27737684342641983,3,folke2016
9670,89,45,7206.0,2.0,8.5,4.0,5.5,0.4177000169865806,0.0727025649736708,0.5095974180397486,3,folke2016
